population_size: 50
selection_size: 50
mutation_rate: 0.01
crossover_rate: 0.3
crossover_points: 3
generations: 50
battle_participants: 2
elite_num: 1

generation,accuracy
0,0.5544999837875366
1,0.5544999837875366
2,0.5544999837875366
3,0.560699999332428
4,0.560699999332428
5,0.560699999332428
6,0.560699999332428
7,0.560699999332428
8,0.560699999332428
9,0.560699999332428
10,0.560699999332428
11,0.560699999332428
12,0.560699999332428
13,0.560699999332428
14,0.560699999332428
15,0.560699999332428
16,0.560699999332428
17,0.560699999332428
18,0.560699999332428
19,0.560699999332428
20,0.560699999332428
21,0.560699999332428
22,0.560699999332428
23,0.560699999332428
24,0.560699999332428
25,0.560699999332428
26,0.560699999332428
27,0.560699999332428
28,0.560699999332428
29,0.560699999332428
30,0.560699999332428
31,0.560699999332428
32,0.560699999332428
33,0.560699999332428
34,0.560699999332428
35,0.560699999332428
36,0.560699999332428
37,0.560699999332428
38,0.560699999332428
39,0.560699999332428
40,0.560699999332428
41,0.560699999332428
42,0.560699999332428
43,0.560699999332428
44,0.560699999332428
45,0.560699999332428
46,0.560699999332428
47,0.560699999332428
48,0.560699999332428
49,0.560699999332428
