Hyper parameters,Value
population_size 100
selection_size 50
mutation_rate 0.01
crossover_rate 0.3
crossover_points 3
generations 100
battle_participants 4
elite_num 1

generation,accuracy
0,0.5934000015258789
1,0.6137999892234802
2,0.6137999892234802
3,0.6137999892234802
4,0.6137999892234802
5,0.6137999892234802
6,0.6137999892234802
7,0.6137999892234802
8,0.6137999892234802
