Hyper parameters,Value
population_size 200
selection_size 140
mutation_rate 0.1
crossover_rate 0.5
crossover_points 3
generations 100
battle_participants 4
elite_num 1

generation,accuracy
0,0.6011999845504761
1,0.6227999925613403
2,0.6227999925613403
3,0.6227999925613403
4,0.6227999925613403
5,0.6227999925613403
6,0.6227999925613403
7,0.6227999925613403
8,0.6227999925613403
9,0.6227999925613403
