Hyper parameters,Value
population_size 100
selection_size 50
mutation_rate 0.1
crossover_rate 0.3
crossover_points 3
generations 100
battle_participants 4
elite_num 1

generation,accuracy
0,0.6101999878883362
1,0.6139000058174133
2,0.6139000058174133
3,0.6139000058174133
4,0.6139000058174133
5,0.6139000058174133
6,0.6139000058174133
7,0.6139000058174133
8,0.6139000058174133
