Hyper parameters,Value
population_size 100
selection_size 50
mutation_rate 0.01
crossover_rate 0.3
crossover_points 3
generations 100
battle_participants 4
elite_num 1

generation,accuracy
0,0.6104000210762024
1,0.6104000210762024
2,0.6104000210762024
3,0.6104000210762024
4,0.6104000210762024
5,0.6180999875068665
6,0.6180999875068665
7,0.6180999875068665
8,0.6180999875068665
9,0.6180999875068665
10,0.6180999875068665
11,0.6180999875068665
12,0.6180999875068665
13,0.6180999875068665
